DTXSID,scaffold_split,random_split
DTXSID0027309,train,test
DTXSID9027312,train,train
DTXSID9027314,train,train
DTXSID4027319,train,val
DTXSID8027321,train,val
DTXSID3027322,test,test
DTXSID8027323,train,test
DTXSID3027328,train,train
DTXSID8027329,train,train
DTXSID2027333,train,train
DTXSID7027334,train,train
DTXSID7027338,train,train
DTXSID6027341,train,val
DTXSID6027343,train,train
DTXSID1027344,test,train
DTXSID6027345,test,train
DTXSID1027346,train,train
DTXSID5027352,train,train
DTXSID5027356,train,train
DTXSID9027360,train,train
DTXSID4027361,train,train
DTXSID9027364,train,train
DTXSID4027367,train,train
DTXSID9027368,train,train
DTXSID3027370,train,train
DTXSID7027386,train,train
DTXSID7027388,train,train
DTXSID6027397,train,train
DTXSID8027400,train,train
DTXSID3027401,train,val
DTXSID8027402,train,train
DTXSID3027403,train,test
DTXSID3027407,train,test
DTXSID2027412,train,train
DTXSID7027413,train,train
DTXSID2027414,train,test
DTXSID2027416,train,train
DTXSID2027418,train,train
DTXSID1027425,train,test
DTXSID1027427,train,val
DTXSID1027429,train,train
DTXSID0027432,train,val
DTXSID5027433,train,train
DTXSID0027436,train,train
DTXSID0027438,train,val
DTXSID9027441,train,train
DTXSID9027443,train,test
DTXSID9027449,train,train
DTXSID8027452,train,train
DTXSID8027454,train,train
DTXSID7027461,train,train
DTXSID2027466,test,train
DTXSID7027467,train,train
DTXSID1027471,train,train
DTXSID1027479,train,val
DTXSID0027486,train,test
DTXSID5027487,train,test
DTXSID5027489,train,train
DTXSID4027490,train,train
DTXSID4027494,train,train
DTXSID4027498,train,train
DTXSID1027500,train,train
DTXSID1027502,val,test
DTXSID6027503,train,val
DTXSID1027504,train,train
DTXSID1027506,train,train
DTXSID6027507,train,train
DTXSID6027509,train,train
DTXSID5027512,train,val
DTXSID0027513,train,val
DTXSID0027515,test,train
DTXSID5027518,train,train
DTXSID9027520,train,train
DTXSID4027521,train,train
DTXSID9027522,train,val
DTXSID4027527,train,train
DTXSID9027528,train,train
DTXSID4027529,train,test
DTXSID3027530,train,train
DTXSID3027534,train,train
DTXSID3027536,train,train
DTXSID8027537,train,train
DTXSID7027540,train,test
DTXSID7027542,train,train
DTXSID2027543,train,train
DTXSID7027544,train,test
DTXSID7027546,train,train
DTXSID6027551,train,train
DTXSID1027558,train,test
DTXSID0027561,train,train
DTXSID0027565,train,train
DTXSID0027567,train,train
DTXSID9027570,train,train
DTXSID4027577,train,train
DTXSID4027579,train,train
DTXSID3027580,train,train
DTXSID8027581,val,test
DTXSID3027584,val,train
DTXSID8027585,val,train
DTXSID3027586,train,test
DTXSID3027588,train,train
DTXSID8027589,train,train
DTXSID2027591,train,test
DTXSID2027593,train,val
DTXSID7027594,train,train
DTXSID2027595,train,train
DTXSID7027596,train,train
DTXSID7027598,train,test
DTXSID4027600,train,val
DTXSID9027603,train,test
DTXSID4027604,train,train
DTXSID4027608,train,train
DTXSID3027615,train,train
DTXSID3027617,test,train
DTXSID2027620,train,train
DTXSID2027624,train,train
DTXSID7027625,train,train
DTXSID1027633,test,train
DTXSID1027635,train,train
DTXSID6027636,train,train
DTXSID1027639,train,val
DTXSID0027640,train,train
DTXSID5027641,train,val
DTXSID5027647,train,train
DTXSID4027650,train,test
DTXSID4027652,train,val
DTXSID9027653,train,val
DTXSID4027656,train,train
DTXSID4027658,train,train
DTXSID6027713,train,test
DTXSID1027716,train,train
DTXSID0027721,val,train
DTXSID5027728,train,test
DTXSID8027747,train,train
DTXSID8027749,train,train
DTXSID7027756,train,train
DTXSID2027759,train,train
DTXSID1027764,train,train
DTXSID0027771,train,test
DTXSID5027772,train,train
DTXSID0027773,train,train
DTXSID4027781,val,train
DTXSID3027790,train,train
DTXSID3027792,train,test
DTXSID8027793,test,val
DTXSID8027795,train,train
DTXSID8027797,train,train
DTXSID3027798,train,train
DTXSID0027802,val,train
DTXSID5027803,train,train
DTXSID0027804,train,train
DTXSID5027805,train,train
DTXSID0027806,train,val
DTXSID8027822,train,train
DTXSID3027823,train,train
DTXSID8027826,test,train
DTXSID3027829,train,train
DTXSID2027830,train,test
DTXSID2027832,train,val
DTXSID7027833,train,val
DTXSID2027834,train,train
DTXSID2027886,train,test
DTXSID7027887,train,train
DTXSID1027899,train,train
DTXSID1027920,train,train
DTXSID1027924,train,train
DTXSID6027925,train,train
DTXSID1027928,train,test
DTXSID0027933,train,train
DTXSID8027959,train,train
DTXSID7027966,train,train
DTXSID1027970,train,train
DTXSID1027974,train,val
DTXSID6027975,train,train
DTXSID1027978,train,test
DTXSID0027981,test,train
DTXSID4027991,train,train
DTXSID4027997,train,val
DTXSID3028001,test,val
DTXSID3028005,train,test
DTXSID8028008,test,train
DTXSID2028010,train,train
DTXSID7028013,train,val
DTXSID2028016,train,train
DTXSID6028022,train,train
DTXSID6028028,train,test
DTXSID0028030,val,train
DTXSID0028038,train,train
DTXSID4028040,train,val
DTXSID5028114,train,train
DTXSID9028120,train,train
DTXSID7028300,train,test
DTXSID4028967,train,train
DTXSID2028985,test,train
DTXSID8029072,train,train
DTXSID8029105,train,train
DTXSID7029110,train,test
DTXSID2029117,test,train
DTXSID1029120,train,train
DTXSID6029121,test,train
DTXSID1029122,test,train
DTXSID1029124,train,train
DTXSID6029127,train,train
DTXSID1029128,train,train
DTXSID0029133,train,train
DTXSID5029136,train,train
DTXSID4029143,train,train
DTXSID4029145,train,train
DTXSID9029146,train,train
DTXSID4029149,train,train
DTXSID3029150,train,train
DTXSID3029152,train,train
DTXSID8029153,train,train
DTXSID3029154,train,train
DTXSID8029157,train,test
DTXSID3029158,train,train
DTXSID8029159,train,train
DTXSID7029160,train,val
DTXSID7029162,train,train
DTXSID7029164,train,val
DTXSID7029166,train,train
DTXSID2029167,train,test
DTXSID2029169,train,train
DTXSID1029170,train,test
DTXSID5029182,train,train
DTXSID5029184,train,train
DTXSID5029186,train,train
DTXSID0029187,train,train
DTXSID0029189,train,test
DTXSID9029192,train,train
DTXSID9029194,train,train
DTXSID4029195,train,train
DTXSID6029202,train,train
DTXSID1029203,train,train
DTXSID1029207,train,train
DTXSID0029210,train,train
DTXSID5029211,train,val
DTXSID5029217,train,test
DTXSID0029218,train,train
DTXSID4029220,train,train
DTXSID9029221,train,test
DTXSID9029223,train,train
DTXSID4029224,train,train
DTXSID8029230,train,train
DTXSID3029231,train,train
DTXSID3029233,test,test
DTXSID8029234,train,train
DTXSID3029235,train,train
DTXSID8029236,train,test
DTXSID2029240,train,test
DTXSID7029241,test,val
DTXSID2029242,train,test
DTXSID2029244,val,train
DTXSID2029246,train,train
DTXSID7029247,train,train
DTXSID7029249,train,train
DTXSID6029250,train,train
DTXSID1029251,train,val
DTXSID6029254,train,train
DTXSID0029260,train,train
DTXSID0029262,train,train
DTXSID5029263,train,val
DTXSID5029265,train,train
DTXSID5029267,train,test
DTXSID9029275,train,train
DTXSID9029277,train,train
DTXSID9029279,train,test
DTXSID8029280,test,train
DTXSID3029281,train,train
DTXSID8029282,train,train
DTXSID8029286,val,train
DTXSID3029287,val,train
DTXSID3029289,val,train
DTXSID2029298,train,test
DTXSID7029299,train,train
DTXSID9029302,train,train
DTXSID3029310,train,train
DTXSID3029312,train,train
DTXSID8029315,train,test
DTXSID8029317,train,train
DTXSID7029320,train,val
DTXSID2029325,train,train
DTXSID2029327,train,train
DTXSID6029331,val,train
DTXSID1029338,train,train
DTXSID4029353,train,train
DTXSID4029359,train,train
DTXSID3029362,train,test
DTXSID3029364,train,train
DTXSID7029534,train,train
DTXSID0029559,train,train
DTXSID3029572,val,val
DTXSID8029575,train,train
DTXSID8029600,train,train
DTXSID8029602,train,train
DTXSID8029604,train,train
DTXSID8029606,train,train
DTXSID3029607,train,train
DTXSID8029608,train,train
DTXSID7029611,test,test
DTXSID2029616,train,train
DTXSID6029626,train,train
DTXSID1029629,train,train
DTXSID9029649,train,train
DTXSID3029651,train,train
DTXSID8029652,train,train
DTXSID3029655,train,val
DTXSID7029661,train,val
DTXSID2029662,train,train
DTXSID7029665,train,train
DTXSID6029670,train,train
DTXSID5029762,train,train
DTXSID8029868,test,val
DTXSID3029869,test,train
DTXSID7029871,val,train
DTXSID2029874,train,val
DTXSID7029879,val,test
DTXSID1029889,val,train
DTXSID7029904,train,train
DTXSID1029910,train,train
DTXSID4030047,train,train
DTXSID9030048,train,test
DTXSID3030056,train,train
DTXSID7030060,train,train
DTXSID8030138,train,train
DTXSID0030162,train,train
DTXSID3030189,train,val
DTXSID7030197,train,train
DTXSID9030258,train,train
DTXSID7030307,train,test
DTXSID1030317,train,train
DTXSID4030336,train,val
DTXSID4030384,train,train
DTXSID8030423,val,train
DTXSID3030428,train,train
DTXSID7030432,val,train
DTXSID0030588,train,train
DTXSID1030604,train,train
DTXSID1030606,val,train
DTXSID6030607,train,test
DTXSID3030636,train,train
DTXSID2030695,train,train
DTXSID7030698,test,test
DTXSID9030707,test,train
DTXSID8030760,test,train
DTXSID8031077,val,train
DTXSID2031089,train,train
DTXSID5031131,train,train
DTXSID5031133,train,train
DTXSID5031210,train,train
DTXSID7031248,test,val
DTXSID7031290,test,test
DTXSID7031294,train,train
DTXSID4031356,train,val
DTXSID6031380,val,test
DTXSID7031458,train,test
DTXSID1031460,train,val
DTXSID6031461,train,train
DTXSID1031462,train,train
DTXSID3031492,train,train
DTXSID8031497,train,val
DTXSID3031521,train,train
DTXSID7031531,train,train
DTXSID4031566,train,test
DTXSID1031591,train,val
DTXSID8031603,train,train
DTXSID7031797,val,train
DTXSID9031800,test,test
DTXSID3031860,train,train
DTXSID3031862,train,test
DTXSID8031863,train,train
DTXSID3031864,train,test
DTXSID8031865,train,train
DTXSID2031956,train,train
DTXSID4031980,train,train
DTXSID7032004,train,test
DTXSID2032005,val,val
DTXSID5032020,train,train
DTXSID9032113,test,val
DTXSID3032129,train,test
DTXSID2032180,train,val
DTXSID6032192,val,train
DTXSID1032278,val,train
DTXSID1032303,train,val
DTXSID1032309,train,test
DTXSID5032315,train,train
DTXSID0032316,train,val
DTXSID9032327,train,val
DTXSID9032329,train,train
DTXSID3032337,train,val
DTXSID2032344,train,train
DTXSID7032345,test,val
DTXSID2032348,val,train
DTXSID6032352,train,train
DTXSID6032354,train,val
DTXSID1032355,val,val
DTXSID6032356,train,val
DTXSID6032358,train,val
DTXSID1032359,test,train
DTXSID5032361,train,train
DTXSID5032365,train,train
DTXSID4032372,test,train
DTXSID9032375,test,val
DTXSID4032376,train,val
DTXSID4032378,val,train
DTXSID9032379,train,test
DTXSID8032386,train,train
DTXSID3032389,train,test
DTXSID2032390,val,train
DTXSID2032392,test,train
DTXSID7032393,train,train
DTXSID2032398,test,train
DTXSID4032405,train,train
DTXSID9032406,train,train
DTXSID3032412,val,test
DTXSID3032416,train,train
DTXSID8032417,train,train
DTXSID7032424,val,test
DTXSID6032437,test,train
DTXSID5032442,test,train
DTXSID4032459,train,train
DTXSID3032464,train,train
DTXSID7032470,train,val
DTXSID7032474,val,train
DTXSID1032482,train,train
DTXSID1032484,train,train
DTXSID1032488,test,train
DTXSID0032493,val,train
DTXSID0032497,train,test
DTXSID5032498,train,train
DTXSID2032500,test,val
DTXSID1032511,test,test
DTXSID1032513,train,train
DTXSID6032514,train,train
DTXSID6032516,train,train
DTXSID6032518,val,train
DTXSID1032519,test,test
DTXSID0032520,val,train
DTXSID5032523,val,train
DTXSID5032525,train,train
DTXSID9032531,test,val
DTXSID4032532,val,test
DTXSID9032533,test,val
DTXSID9032535,val,val
DTXSID4032536,train,train
DTXSID9032537,train,train
DTXSID8032544,train,train
DTXSID3032547,test,val
DTXSID8032548,val,val
DTXSID3032549,test,test
DTXSID2032550,test,test
DTXSID7032551,train,val
DTXSID2032552,test,train
DTXSID7032553,train,train
DTXSID2032554,test,val
DTXSID7032555,test,train
DTXSID2032556,val,test
DTXSID2032558,train,train
DTXSID6032562,val,val
DTXSID1032569,train,train
DTXSID0032572,val,test
DTXSID5032573,val,train
DTXSID5032577,val,val
DTXSID0032578,train,train
DTXSID5032579,train,train
DTXSID4032580,test,test
DTXSID9032581,train,test
DTXSID9032589,val,train
DTXSID3032591,train,val
DTXSID5032600,val,train
DTXSID0032601,test,train
DTXSID0032605,train,train
DTXSID9032610,val,train
DTXSID4032611,train,val
DTXSID4032613,train,train
DTXSID9032614,train,train
DTXSID4032615,test,train
DTXSID4032619,train,train
DTXSID3032620,train,train
DTXSID3032622,val,train
DTXSID8032623,train,train
DTXSID3032624,train,train
DTXSID8032627,train,test
DTXSID3032628,train,train
DTXSID7032630,test,train
DTXSID2032631,test,val
DTXSID2032637,test,train
DTXSID7032638,val,val
DTXSID2032639,test,val
DTXSID1032640,test,train
DTXSID6032641,train,train
DTXSID6032645,val,train
DTXSID1032646,train,train
DTXSID6032647,train,val
DTXSID6032649,val,train
DTXSID0032651,test,train
DTXSID5032654,train,test
DTXSID0032655,val,train
DTXSID8032673,test,val
DTXSID8032675,train,train
DTXSID2032683,train,train
DTXSID7032688,train,test
DTXSID1032690,val,train
DTXSID3032751,test,train
DTXSID3032759,train,train
DTXSID0032811,train,train
DTXSID0032813,train,val
DTXSID3032832,train,train
DTXSID0032869,train,val
DTXSID9032878,train,train
DTXSID2032891,train,train
DTXSID4032954,train,train
DTXSID0032998,train,train
DTXSID9033008,train,val
DTXSID0033047,train,train
DTXSID9033058,val,train
DTXSID5033096,train,train
DTXSID5033098,train,val
DTXSID7033105,train,train
DTXSID1033161,train,train
DTXSID1033163,train,train
DTXSID5033179,train,train
DTXSID9033187,val,val
DTXSID6033241,train,train
DTXSID3033276,train,train
DTXSID3033307,train,train
DTXSID0033332,val,train
DTXSID0033334,test,test
DTXSID1033371,train,test
DTXSID5033389,train,train
DTXSID4033390,val,train
DTXSID6033401,val,train
DTXSID1033402,test,train
DTXSID8033433,test,train
DTXSID2033445,train,val
DTXSID2033447,train,val
DTXSID5033468,train,train
DTXSID0033469,test,train
DTXSID2033493,train,train
DTXSID8033512,train,train
DTXSID3033519,train,train
DTXSID6033538,test,test
DTXSID8033562,train,train
DTXSID8033564,val,train
DTXSID5033595,test,train
DTXSID8033649,train,train
DTXSID1033664,train,val
DTXSID0033673,train,test
DTXSID5033674,test,train
DTXSID5033701,train,train
DTXSID2033736,test,val
DTXSID0033754,train,train
DTXSID5033757,val,train
DTXSID8033803,train,test
DTXSID6033825,train,test
DTXSID5033836,train,train
DTXSID2033863,train,train
DTXSID1033876,train,train
DTXSID9033923,test,train
DTXSID0033960,test,test
DTXSID9033979,train,train
DTXSID3033989,val,train
DTXSID7034042,train,train
DTXSID9034070,train,train
DTXSID8034085,train,test
DTXSID8034087,train,train
DTXSID8034089,val,train
DTXSID2034091,train,train
DTXSID2034095,train,train
DTXSID4034102,val,train
DTXSID3034113,test,val
DTXSID4034150,train,train
DTXSID3034165,val,train
DTXSID6034186,test,test
DTXSID0034192,train,val
DTXSID1034210,train,train
DTXSID1034212,val,train
DTXSID1034214,train,val
DTXSID0034223,test,train
DTXSID0034227,train,val
DTXSID0034229,train,train
DTXSID9034232,train,train
DTXSID7034250,train,train
DTXSID7034252,test,train
DTXSID2034255,train,train
DTXSID1034266,train,test
DTXSID5034270,test,train
DTXSID9034282,train,train
DTXSID9034286,train,train
DTXSID4034287,train,train
DTXSID0034300,train,train
DTXSID5034303,train,train
DTXSID8034324,train,train
DTXSID2034338,test,train
DTXSID5034355,train,train
DTXSID5034357,train,test
DTXSID9034361,test,train
DTXSID9034365,val,test
DTXSID7034383,test,train
DTXSID6034392,test,train
DTXSID8034401,test,train
DTXSID3034402,train,val
DTXSID3034456,test,train
DTXSID2034465,train,train
DTXSID9034490,train,train
DTXSID9034492,test,val
DTXSID4034497,val,train
DTXSID1034503,train,train
DTXSID0034518,val,train
DTXSID4034528,val,test
DTXSID3034531,train,train
DTXSID2034540,val,test
DTXSID7034545,val,train
DTXSID7034549,train,train
DTXSID4034576,train,test
DTXSID8034580,train,train
DTXSID3034583,train,train
DTXSID8034586,test,train
DTXSID8034588,test,train
DTXSID2034590,val,test
DTXSID4034601,val,train
DTXSID4034609,val,train
DTXSID3034612,train,train
DTXSID3034614,val,train
DTXSID3034618,val,train
DTXSID2034625,test,train
DTXSID2034627,train,train
DTXSID1034634,test,train
DTXSID4034653,train,test
DTXSID3034664,train,test
DTXSID8034665,train,val
DTXSID8034669,test,train
DTXSID2034673,train,test
DTXSID7034674,val,val
DTXSID7034676,train,train
DTXSID0034695,train,train
DTXSID5034698,train,train
DTXSID0034722,test,train
DTXSID5034723,test,test
DTXSID5034729,train,test
DTXSID6034764,val,train
DTXSID1034769,train,train
DTXSID5034773,train,val
DTXSID0034776,train,train
DTXSID8034792,val,train
DTXSID0034803,val,train
DTXSID9034816,train,train
DTXSID9034818,val,val
DTXSID1034844,train,test
DTXSID6034849,train,train
DTXSID9034864,val,test
DTXSID8034871,test,val
DTXSID3034872,val,train
DTXSID8034877,train,val
DTXSID2034881,test,val
DTXSID2034885,train,val
DTXSID6034928,test,train
DTXSID1034929,test,val
DTXSID0034930,test,train
DTXSID0034936,test,val
DTXSID4034948,train,train
DTXSID8034956,train,val
DTXSID3034957,train,train
DTXSID7034961,test,val
DTXSID2034962,test,train
DTXSID2034968,train,train
DTXSID6034972,train,train
DTXSID1034973,test,train
DTXSID5034981,train,test
DTXSID9034997,train,val
DTXSID8035001,train,train
DTXSID7035010,val,val
DTXSID6035106,train,train
DTXSID8035138,train,train
DTXSID6035152,train,train
DTXSID6035156,train,test
DTXSID0035160,train,test
DTXSID5035163,train,train
DTXSID9035175,val,train
DTXSID8035180,val,train
DTXSID8035186,train,val
DTXSID9035204,train,train
DTXSID9035206,train,train
DTXSID4035209,test,train
DTXSID3035214,train,test
DTXSID3035266,train,train
DTXSID7035272,train,train
DTXSID6035285,train,val
DTXSID1035288,train,train
DTXSID7035305,train,val
DTXSID3035341,train,val
DTXSID8035423,train,train
DTXSID2035481,train,val
DTXSID6035491,train,train
DTXSID4035542,train,train
DTXSID5035589,train,train
DTXSID4035592,train,train
DTXSID9035620,test,val
DTXSID0035748,val,train
DTXSID9035753,train,test
DTXSID6035784,train,train
DTXSID5035957,train,train
DTXSID3036105,train,test
DTXSID2036112,test,train
DTXSID9036226,train,train
DTXSID4036229,train,val
